text,created_date,,,,,,,,,,,,,,,,
I will see you later! @ flysfo It’s time to head East with @ united @San Francisco… https://www.instagram.com/p/BcIz6JzHTBN/,"2017-12-01T02:52:52.000Z""""",,,,,,,,,,,,,,,,
Brb going to London. (@San Francisco International Airport - @ flysfo in San Francisco, CA) https://www.swarmapp.com/c/5XeuQVrj6jm,,,,,,,,,,,,,,,,
It’s always great coming back! @ flysfo Now it’s time to head home with @ united Well hello… https://www.instagram.com/p/BcIw3eFnd4Q/,"2017-12-01T02:27:01.000Z""""",,,,,,,,,,,,,,,,
@ flySFO is # hiring a 5299 PLANNER 4 – ENVIRONMENTAL REVIEW http://ow.ly/gKkp30fnm2u@Earthjustice … @ sustaincities @ NEEFusa # jobs @ naaap,"2017-12-01T01:10:04.000Z""""",,,,,,,,,,,,,,,,
Friend, it’s been a while... (@San Francisco International Airport - @ flysfo in San Francisco,,,,,,,,,,,,,,,,
@ British_Airways any reason why the check in desk is still not open @ flySFO 40mins late now???,"2017-12-01T00:46:44.000Z""""",,,,,,,,,,,,,,,,
Takeaway from @ DBIA-WPR lunch with @ flySFO # GeoffreyNeumayr: the most costly part of a building project is not design or construction but operations over the next 40 years # desigbuld # donerightpic.twitter.com/90SQuF2J3n,"2017-12-01T00:44:33.000Z""""",,,,,,,,,,,,,,,,
I'm at San Francisco International Airport - @ flysfo in San Francisco, CA https://www.swarmapp.com/c/dKPs5opjtQq,,,,,,,,,,,,,,,,
I'm at San Francisco International Airport - @ flysfo in San Francisco, CA https://www.swarmapp.com/c/lKjeFJdaneO,,,,,,,,,,,,,,,,
My cousin’s flight gets in early at @ flySFO # ChinaAir, you surprise me! Bevo & I are on our way! # travelagent # travel # travelblogger,,,,,,,,,,,,,,,,
Back home (@San Francisco International Airport - @ flysfo in San Francisco, CA) https://www.swarmapp.com/c/hpfgakYBdPh,,,,,,,,,,,,,,,,
Take lots of pics of the flight!,"2017-11-30T23:09:56.000Z""""",,,,,,,,,,,,,,,,
We're going to run them straight out of pet carriers. # furfest # midwestflightfest @ flySFO pic.twitter.com/7C2J6oosR7 – bei San Francisco International Airport (SFO),"2017-11-30T22:59:22.000Z""""",,,,,,,,,,,,,,,,
Hi- I have an idea for your marketing dept. I already shared it with SF Travel. How can I get a short e-mail to someone in marketing? Thanks! petecampbell@ymail.com,"2017-11-30T22:16:46.000Z""""",,,,,,,,,,,,,,,,
"Hey fellow window-seat flyers: You'll love this ""View from Above"" exhibition @ FlySFO @ SFOMuseum # Avgeek http://bit.ly/2ipmL3L","2017-11-30T22:08:53.000Z""""",,,,,,,,,,,,,,,,
New @ SFOMuseum Exhibit: William Garnett: View from Above New exhibition features abstracted aerial photographs by celebrated American artist William Garnett. To learn more visit: https://www.flysfo.com/media/press-releases/william-garnett-view-above ….,"2017-11-30T22:06:13.000Z""""",,,,,,,,,,,,,,,,
@ flySFO is # hiring a 9976 # TECHNOLOGY EXPERT http://ow.ly/lb1R30fnnEf # tech # bigdata # software # cloud @ AAAEDelivers @ Airport_Mag # career,"2017-11-30T21:10:09.000Z""""",,,,,,,,,,,,,,,,
Great work on the turn around, LHR!,,,,,,,,,,,,,,,,
Hi we received your message on Facebook as well. We have contacted our lost and found, and as of now no bracelet was found. Here is their contact info: http://www.flysfo.com/content/lost-found … Please let us know if we can further assist. # sfo,,,,,,,,,,,,,,,,
Yes stop by 1 of our # yoga rooms on your next trip to # sfo # namaste,"2017-11-30T20:25:35.000Z""""",,,,,,,,,,,,,,,,
@ flySFO is # hiring a 9220 AIRPORT OPS. SUPV. (AIRFIELD OPS.) http://ow.ly/HWVA30fnnsm@airportscouncil … @ ACIWorld @ APIaviation # airports # job,"2017-11-30T20:10:07.000Z""""",,,,,,,,,,,,,,,,
HOW IS IT STILL THURSDAY (@San Francisco International Airport - @ flysfo in San Francisco, CA w/ @ reidmain) https://www.swarmapp.com/c/5iBgGMPhpaA,,,,,,,,,,,,,,,,
I wonder if # TSA allows # PicodeGallo? It’s not a cream, or liquid... well,,,,,,,,,,,,,,,,
Now I know why people wear yoga pants on planes. @ flySFO maybe I should trade my suit in! pic.twitter.com/amlSrLUkoM,"2017-11-30T19:40:28.000Z""""",,,,,,,,,,,,,,,,
I'm at San Francisco International Airport - @ flysfo in San Francisco, CA https://www.swarmapp.com/c/1URMW7SEEo1,,,,,,,,,,,,,,,,
@ flySFO Please help! My mother left a silver bracelet with the words “I love you mum” written on them in screening area at 7pm last night. We bought it together as I am living on my own away from home and this was her first trip to visit me - means a lot! Please help us find it!!,"2017-11-30T19:12:52.000Z""""",,,,,,,,,,,,,,,,
I'm at Terminal 1 - @ flysfo in San Francisco, CA https://www.swarmapp.com/c/f5extgeYa5u,,,,,,,,,,,,,,,,
Off to visit Brandon (@San Francisco International Airport - @ flysfo in San Francisco, CA w/ @ jtzee) https://www.swarmapp.com/c/0hxuOGBJPyo,,,,,,,,,,,,,,,,
And so it begins (@San Francisco International Airport - @ flysfo in San Francisco, CA) https://www.swarmapp.com/c/a9KRAAj5wBK,,,,,,,,,,,,,,,,
I'm at San Francisco International Airport - @ flysfo in San Francisco, CA https://www.swarmapp.com/c/lIeDufjXtCO,,,,,,,,,,,,,,,,
Stuck on @ JetBlue flight 833 at @ flySFO because of a broken jetway, latest update from captain does not look hopeful.......,,,,,,,,,,,,,,,,
I'm at San Francisco International Airport - @ flysfo in San Francisco, CA https://www.swarmapp.com/c/7IBbNmZuJt8,,,,,,,,,,,,,,,,
First a drink (@San Francisco International Airport - @ flysfo in San Francisco, CA) https://www.swarmapp.com/c/bEgRxfRDAXK,,,,,,,,,,,,,,,,
RT melygreen: TedRubin Delta RDUAirport I do enjoy Delta but they usually don’t have the flight times I require between flySFO and RDUAirport https://twitter.com/TedRubin/status/936080830992183296 … RT melygreen: TedRubin Delta RDUAirport I do enjoy Delta but they usually don’t have the flight times I requir…,"2017-11-30T08:00:10.000Z""""",,,,,,,,,,,,,,,,
RT @ melygreen: @ TedRubin @ Delta @ RDUAirport I do enjoy @ Delta but they usually don’t have the flight times I require between @ flySFO and @ RDUAirport,"2017-11-30T07:23:56.000Z""""",,,,,,,,,,,,,,,,
I do enjoy @ Delta but they usually don’t have the flight times I require between @ flySFO and @ RDUAirport,"2017-11-30T07:02:45.000Z""""",,,,,,,,,,,,,,,,
Always have a blast in SF, now off to LA. (@San Francisco International Airport - @ flysfo in San Francisco,,,,,,,,,,,,,,,,
Serious question, has anyone ever flown out of @ flySFO and their flight was on time? I guess “delayed” is the new on time.,,,,,,,,,,,,,,,,
安检升级 (@San Francisco International Airport - @ flysfo in San Francisco, CA) https://www.swarmapp.com/c/4e8MGwEP3ey,,,,,,,,,,,,,,,,
Time to go to my terminal (@SFO AirTrain Station - International Terminal A - @ flysfo in San Francisco, CA) https://www.swarmapp.com/c/hiAroZH9wif,,,,,,,,,,,,,,,,
I'm at San Francisco International Airport - @ flysfo in San Francisco, CA https://www.swarmapp.com/c/02CZI144GCm,,,,,,,,,,,,,,,,
You can't see them here, but @ flySFO Terminal 2 is equipped with an app-based beacon system that can assist blind passengers navigate the terminal. The prototype beacons launched in 2014 and,,,,,,,,,,,,,,,,
Plan to take BART # publictransit from # SF's airport to your hotel downtown. We are located just steps from Union Square. Just one more green feature of # meetings in SF! @ Specialty_Food @ flySFO # WFFS18https://twitter.com/TyroneJue/status/933072157088690176 …,"2017-11-30T01:13:32.000Z""""",,,,,,,,,,,,,,,,
I'm at San Francisco International Airport - @ flysfo in San Francisco, CA https://www.swarmapp.com/c/j7J5nGfdCyK,,,,,,,,,,,,,,,,
. @ AirCanada Expands its North American Network @ yvrairport @ SacIntlAirport @ FlyEIA @ flySFO @ TorontoPearson @ OMAairport @ tfgreenairport @ BWI_Airport @aeroportsMTL @ PITairport # airports # airlines http://AviationPros.com/12383860,"2017-11-29T23:00:35.000Z""""",,,,,,,,,,,,,,,,
. @ AirCanada Expands its North American Network @ yvrairport @ SacIntlAirport @ FlyEIA @ flySFO @ TorontoPearson @ OMAairport @ tfgreenairport @ BWI_Airport @aeroportsMTL @ PITairport # airports # airlines http://AviationPros.com/12383860,"2017-11-29T23:00:33.000Z""""",,,,,,,,,,,,,,,,
This is a significant event as now the market is responding to risks that are no longer distant or abstract. @ BayAreaCouncil @ greenSVLG @ SustainSMC @ sanmateoco @ joe_goethals @GaryPollardFC @ skmasur @ CStoneBmont @ cdjohnson @ GinaPapan @ flySFO @ kevinmullin @ Scott_Wiener,"2017-11-29T22:44:31.000Z""""",,,,,,,,,,,,,,,,
I can’t believe I’m about to board my last @ VirginAmerica flight ever. @ flySFO > @ flyLAXairport,"2017-11-29T22:00:54.000Z""""",,,,,,,,,,,,,,,,
I'm at Baggage Claim Carousel 3 - @ flysfo in San Francisco, CA https://www.swarmapp.com/c/3aih4aSGngZ,,,,,,,,,,,,,,,,
I'm at San Francisco International Airport - @ flysfo in San Francisco, CA https://www.swarmapp.com/c/2eefijmZEar,,,,,,,,,,,,,,,,
Getting information in @ flySFO airport should be easy. Can your startup’s # naturallanguage solution make it happen? Apply to Startup in Residence by 12/10. Learn more at: https://goo.gl/4QYGp9 # ai # smartcities # sfopic.twitter.com/ElPbAwJYYq,"2017-11-29T21:44:59.000Z""""",,,,,,,,,,,,,,,,
Not the pay though!,"2017-11-29T21:40:36.000Z""""",,,,,,,,,,,,,,,,
Peet’s and Boudin @ flySFO,"2017-11-29T21:25:32.000Z""""",,,,,,,,,,,,,,,,
Sorry to hear your mom had to wait for her wheelchair and hoping she made her flight. Wheelchairs are ordered through the airlines, not the airport. If you send more details we can bring it to your airline’s station manager’s attention. # sfo,,,,,,,,,,,,,,,,
off to japan (@San Francisco International Airport - @ flysfo in San Francisco, CA) https://www.swarmapp.com/c/ennymaP7El7,,,,,,,,,,,,,,,,
“Regional” is a misnomer.,"2017-11-29T18:40:48.000Z""""",,,,,,,,,,,,,,,,
Many # airport environment speakers coming up here at # GreenAirports @ icao including @ galapagos_eco @ flySFO @ MUC_Airport @ SanDiegoAirportpic.twitter.com/SYcFH5aINN,"2017-11-29T18:14:32.000Z""""",,,,,,,,,,,,,,,,
What’s so regional about this flight? # E175 # STL # crewlife @ flySFO pic.twitter.com/fkGhi2iiYn,"2017-11-29T16:28:56.000Z""""",,,,,,,,,,,,,,,,
Traveling already takes a toll on our bodies. Why aren’t there healthier food options to nourish us at the airport? Grateful for @ flySFO and missing out here @ iflymia. # Miami,"2017-11-29T15:47:40.000Z""""",,,,,,,,,,,,,,,,
Burn this piece if shit!,"2017-11-29T11:57:05.000Z""""",,,,,,,,,,,,,,,,
I'm at San Francisco International Airport - @ flysfo in San Francisco, CA https://www.swarmapp.com/c/gDpqiRC9K7J,,,,,,,,,,,,,,,,
I'm at San Francisco International Airport - @ flysfo in San Francisco, CA https://www.swarmapp.com/c/b7etrewKTzN,,,,,,,,,,,,,,,,
Jail forever please.,"2017-11-29T08:28:17.000Z""""",,,,,,,,,,,,,,,,
I'm at San Francisco International Airport - @ flysfo in San Francisco, CA https://www.swarmapp.com/c/eeYoboxkYFc,,,,,,,,,,,,,,,,
Dear @ qatarairways, Any update on adding @ flySFO to the destination list soon? Say in January 2018? I'm anxiously trying to plan my upcoming trips. Thanks!,,,,,,,,,,,,,,,,
I'm at San Francisco International Airport - @ flysfo in San Francisco, CA w/ @ globalsuit https://www.swarmapp.com/c/l7q5Ez70UP3,,,,,,,,,,,,,,,,
@ flySFO is # hiring a 9976 # TECHNOLOGY EXPERT http://ow.ly/lb1R30fnnEf # tech # bigdata # software # cloud @ AAAEDelivers @ Airport_Mag # career,"2017-11-29T06:10:03.000Z""""",,,,,,,,,,,,,,,,
@ flySFO is # hiring a 9220 AIRPORT OPS. SUPV. (AIRFIELD OPS.) http://ow.ly/HWVA30fnnsm@airportscouncil … @ ACIWorld @ APIaviation # airports # job,"2017-11-29T05:10:02.000Z""""",,,,,,,,,,,,,,,,
REAL ID- New ID requirements effective January 22, 2018. Visit http://flysfo.com/real-id for more info and to find out if your state is compliant or was granted an extension. # sfopic.twitter.com/fTDtxyhVlN,,,,,,,,,,,,,,,,
Pickups and drop offs at airports such as @ flySFO and @ AUStinAirport a total mess - they need to rethink traffic and parking in light of @ uber and @ lyft patterns,"2017-11-29T02:34:55.000Z""""",,,,,,,,,,,,,,,,
I'm at San Francisco International Airport - @ flysfo in San Francisco, CA https://www.swarmapp.com/c/0H0jZrvKM42,,,,,,,,,,,,,,,,
@ flySFO let's get the second TSA line opened up. pic.twitter.com/J5cLOtoTd9,"2017-11-29T02:03:05.000Z""""",,,,,,,,,,,,,,,,
I'm at San Francisco International Airport - @ flysfo in San Francisco, CA https://www.swarmapp.com/c/ijwQ6D2Yi7V,,,,,,,,,,,,,,,,
@ flySFO is # hiring a AIRPORT COMMUNICATIONS DISPATCHER http://ow.ly/tXG430fnmtu@AAAEDelivers … @ APCOIntl @ CALEA_org # job # jobs @ 911WF @ NCAPCO,"2017-11-29T01:10:04.000Z""""",,,,,,,,,,,,,,,,
Yes she did.,"2017-11-29T00:51:01.000Z""""",,,,,,,,,,,,,,,,
Lunch at @ napafarmsmarket at @ flySFO pic.twitter.com/LdQ6uHmduO – bei San Francisco International Airport (SFO),"2017-11-29T00:48:23.000Z""""",,,,,,,,,,,,,,,,
Wheels up to Vegas! (@San Francisco International Airport - @ flysfo in San Francisco, CA) https://www.swarmapp.com/c/1nT7eeqbofN,,,,,,,,,,,,,,,,
I'm at San Francisco International Airport - @ flysfo in San Francisco, CA https://www.swarmapp.com/c/kQNQjEyryPR pic.twitter.com/etfbjQhoJn,,,,,,,,,,,,,,,,
@ flySFO is # hiring a 5299 PLANNER 4 – ENVIRONMENTAL REVIEW http://ow.ly/gKkp30fnm2u@Earthjustice … @ sustaincities @ NEEFusa # jobs @ naaap,"2017-11-28T23:10:03.000Z""""",,,,,,,,,,,,,,,,
Travel effortlessly with Airport Butler. Airport Butler offers customized airport concierge services including meet and assist for departing, arriving and connecting passengers. To leanrn more visit http://www.flysfo.com/services-amenities/airport-butler …. # sfopic.twitter.com/mWlqLiLQf7,,,,,,,,,,,,,,,,
Notice what's missing here at @ flySFO ? # avgeek @ unitedpic.twitter.com/4lmx1NvJup – bei San Francisco International Airport (SFO),"2017-11-28T23:03:39.000Z""""",,,,,,,,,,,,,,,,
Matthew Coda busted in child-porn case as he stepped off plane at flySFO. Investigation began from wife's tip. 3K… http://toplocalnow.com/us/san-francisco/at/10#t10357742 …,"2017-11-28T22:54:07.000Z""""",,,,,,,,,,,,,,,,
Nice work,"2017-11-28T22:38:51.000Z""""",,,,,,,,,,,,,,,,
This woman had and has incredible strength and courage. Bless her lord on this journey.,"2017-11-28T22:35:34.000Z""""",,,,,,,,,,,,,,,,
@ flySFO is hiring! The # career opportunities await! http://ht.ly/k6Zp30f16XN # jobsearch # Sanfrancisco # california # ca,"2017-11-28T22:30:28.000Z""""",,,,,,,,,,,,,,,,
Yes she is.,"2017-11-28T22:29:26.000Z""""",,,,,,,,,,,,,,,,
His wife is a hero.,"2017-11-28T22:28:20.000Z""""",,,,,,,,,,,,,,,,
Matthew Coda busted in child-porn case as he stepped off plane at @ flySFO. Investigation began from wife's tip. 3K images found on his computer, per @ SMCSheriffpic.twitter.com/qFD786DiLQ,,,,,,,,,,,,,,,,
Off to Vegas for AWS ReInvent (@San Francisco International Airport - @ flysfo in San Francisco, CA) https://www.swarmapp.com/c/axHNUWxYBZT,,,,,,,,,,,,,,,,
@ VirginAmerica @ flySFO wheelchr serv is way delayed! Waited 45 min, almost missed 9:25 am flight. VA skycap Landis rocks - a savior!,,,,,,,,,,,,,,,,
Thanks for sharing. We'll talk with SmartCarte.,"2017-11-28T20:13:02.000Z""""",,,,,,,,,,,,,,,,
I'm at San Francisco International Airport - @ flysfo in San Francisco, CA https://www.swarmapp.com/c/eNyv1UWz6gM,,,,,,,,,,,,,,,,
pls e-mail: customerservice@covenantsecurity.com to file complaint about screener at SFO; name names if you can.,"2017-11-28T19:19:10.000Z""""",,,,,,,,,,,,,,,,
Beautiful morning at @ flySFO . Wishing Virgin America would fly to Houston pic.twitter.com/Av5epuyAVJ,"2017-11-28T19:18:01.000Z""""",,,,,,,,,,,,,,,,
I'm at San Francisco International Airport - @ flysfo in San Francisco, CA https://www.swarmapp.com/c/7JO2TwTOtuQ,,,,,,,,,,,,,,,,
The tin can voice over the loud speaker is not intelligible and I’m sure we lost people out at the rental stations.,"2017-11-28T10:23:44.000Z""""",,,,,,,,,,,,,,,,
Hey @ flySFO when your airtrain is down you need to dispatch people to explain things. There’s a dude on here with Parking trying to help but it’s obviously wrong information and it’s confusing everyone.,"2017-11-28T10:22:51.000Z""""",,,,,,,,,,,,,,,,
And thus the adventure has concluded... (@San Francisco International Airport - @ flysfo in San Francisco, CA) https://www.swarmapp.com/c/98d5NVWdEXL,,,,,,,,,,,,,,,,
SmarteCarte really doesn’t want you to take @ SFBART from @ flySFO pic.twitter.com/xOcvazpGXA – bei San Francisco International Airport (SFO),"2017-11-28T09:20:33.000Z""""",,,,,,,,,,,,,,,,
The SFO Fire Department is doing everything they can to turn the fire alarms off. I apologize for the frustration, Steven. -Sara,,,,,,,,,,,,,,,,
Made it to @ flySFO @ AmericanAir,"2017-11-28T09:14:25.000Z""""",,,,,,,,,,,,,,,,
OK SO NOW WE ARE OFF THE PLANE @ AlaskaAir @ flySFO CAN WE PLEASE GET OUR # LUGGAGE AMD STOP THIS SILLY FIRE DRILL,"2017-11-28T08:59:56.000Z""""",,,,,,,,,,,,,,,,
# FIREDRILL MY ASS ... @ AlaskaAir @ flySFO let’s get this plane unloaded,"2017-11-28T08:42:18.000Z""""",,,,,,,,,,,,,,,,
Oh my! How many hours have you been travelling?! Glad your back. Xx,"2017-11-28T08:41:56.000Z""""",,,,,,,,,,,,,,,,
I'm at San Francisco International Airport - @ flysfo in San Francisco, CA https://www.swarmapp.com/c/5gaNuAaiWTg,,,,,,,,,,,,,,,,
I'm at San Francisco International Airport - @ flysfo in San Francisco, CA https://www.swarmapp.com/c/cfAQiS53xT6,,,,,,,,,,,,,,,,
5 hours delay total RT, wow. The delay is longer than both flights combined. @ VirginAmerica @ flySFO @ LASairport,,,,,,,,,,,,,,,,
I was delayed 2 hours on Wednesday, SFO > LAS. I’m delayed 3 hours tonight,,,,,,,,,,,,,,,,
I'm at San Francisco International Airport - @ flysfo in San Francisco, CA https://www.swarmapp.com/c/9N8MzUiaBMS,,,,,,,,,,,,,,,,
I need to go back again. My # ndhs friend had been there since 1995. # funtimes # sfo,"2017-11-28T06:21:50.000Z""""",,,,,,,,,,,,,,,,
I'm at San Francisco International Airport - @ flysfo in San Francisco, CA https://www.swarmapp.com/c/kWpmmZ8Hmuy,,,,,,,,,,,,,,,,
Safely landed. (@San Francisco International Airport - @ flysfo in San Francisco, CA) https://www.swarmapp.com/c/9PrANiD7qJF,,,,,,,,,,,,,,,,
And we’re back! (@San Francisco International Airport - @ flysfo in San Francisco, CA) https://www.swarmapp.com/c/g7HfAYBwrAD,,,,,,,,,,,,,,,,
I'm at San Francisco International Airport - @ flysfo in San Francisco, CA https://www.swarmapp.com/c/1CJZR8yiMcT,,,,,,,,,,,,,,,,
Hello San Francisco!! @ flysfo Looking good! @ staralliance @ united @San Francisco… https://www.instagram.com/p/BcBNEm8Haiy/,"2017-11-28T03:58:52.000Z""""",,,,,,,,,,,,,,,,
NYC bound. # DeltaOne (@San Francisco International Airport - @ flysfo in San Francisco, CA) https://www.swarmapp.com/c/47CulcMe9ip,,,,,,,,,,,,,,,,
Wheels down, home sweet home (@San Francisco International Airport - @ flysfo in San Francisco,,,,,,,,,,,,,,,,
REAL ID- New ID requirements effective January 22, 2018. Visit http://flysfo.com/real-id for more info and to find out if your state is compliant or was granted an extension. # sfopic.twitter.com/CfhXBgNRI8,,,,,,,,,,,,,,,,
Hi @ flySFO, staff at Bun Me restaurant (terminal 3,,,,,,,,,,,,,,,,
Cheers! Practice # champagne tasting for weekends tasting at # winetherapist @ flySFO @ vinovolo Always good to be prepared. # MondayMotivation # wine # toasttastecheerpic.twitter.com/SaAa7W9yhv,"2017-11-28T02:31:20.000Z""""",,,,,,,,,,,,,,,,
And here we are. The next adventure. (@San Francisco International Airport - @ flysfo in San Francisco, CA) https://www.swarmapp.com/c/9pMSXYGMjK2,,,,,,,,,,,,,,,,
That was terminal 2 btw,"2017-11-28T01:59:03.000Z""""",,,,,,,,,,,,,,,,
I made it! (@San Francisco International Airport - @ flysfo in San Francisco, CA) https://www.swarmapp.com/c/b11rf5aMsu4,,,,,,,,,,,,,,,,
Can you send us a direct message with your concerns so that we may address them? Thanks!,"2017-11-28T01:45:59.000Z""""",,,,,,,,,,,,,,,,
As expected it is indeed a zoo here today. Arrive early (@San Francisco International Airport - @ flysfo) https://www.swarmapp.com/c/cQt3qY5oWoG,"2017-11-28T00:05:36.000Z""""",,,,,,,,,,,,,,,,
@ fly2ohare you should ask @ flySFO what they're doing. I can work for the airport there 100% of the time for free. Never had the issues I've had today at ORD, even after paying. Ditch Boingo.,,,,,,,,,,,,,,,,
Good trip back to @ flysfo minus hour long delay @ dtweetin thanks @ Delta always excited to be # home # SanFrancisco,"2017-11-27T23:45:01.000Z""""",,,,,,,,,,,,,,,,
Love California!!! (@San Francisco International Airport - @ flysfo in San Francisco, CA) https://www.swarmapp.com/c/gQzhKEE0N1I,,,,,,,,,,,,,,,,
Couldn’t agree more # unitedAirlines # neverFlyUnited # horrible # maintananceissues,"2017-11-27T23:25:48.000Z""""",,,,,,,,,,,,,,,,
Shoutout and thank you to @ TSA team at @ flySFO. Efficient & impressive handling of post thanksgiving flyers, huge crowd got cleared in 15 mins,,,,,,,,,,,,,,,,
Going to AWS re:Invent in Las Vegad (@San Francisco International Airport - @ flysfo in San Francisco, CA) https://www.swarmapp.com/c/lgKBAMvjtwW,,,,,,,,,,,,,,,,
Goodbye for a while... @ flySFO pic.twitter.com/5Px1s34306,"2017-11-27T22:16:11.000Z""""",,,,,,,,,,,,,,,,
Oh I can top this stupidity from my flight last Saturday. My wife said I couldn’t angry tweet them then. It’s my first day back to work and a Monday so I think today is gonna be the day!,"2017-11-27T22:08:40.000Z""""",,,,,,,,,,,,,,,,
Always great to visit the Bay Area. (@San Francisco International Airport - @ flysfo in San Francisco, CA) https://www.swarmapp.com/c/4Xq4EteFQ45,,,,,,,,,,,,,,,,
I'm at San Francisco International Airport - @ flysfo in San Francisco, CA https://www.swarmapp.com/c/drUG7euNJ0D,,,,,,,,,,,,,,,,
When you let your travel life spiral completely out of control, your # globalentry status expired,,,,,,,,,,,,,,,,
I'm at San Francisco International Airport - @ flysfo in San Francisco, CA https://www.swarmapp.com/c/9CttjtbowkJ pic.twitter.com/gD7L4rUGZ5,,,,,,,,,,,,,,,,
omg was in that same rideshare wait chaos last night at @ IFlyOAKland. They need a better system! @ flySFO has designated door pick-up areas -- that would help.,"2017-11-27T21:29:31.000Z""""",,,,,,,,,,,,,,,,
My brain: Arriving at @ flySFO from # india at 6 AM, brilliant! Can get so much done. My heart: Uhh...I am still in India. My body: Who on earth thought you could get through today without faceplanting? # jetlag # startuplife # travel,,,,,,,,,,,,,,,,
I'm at San Francisco International Airport - @ flysfo in San Francisco, CA https://www.swarmapp.com/c/9JLosAdva1n,,,,,,,,,,,,,,,,
# UnitedAirlines, can you help me understand why you have only one person working the # 1K / # Polaris check-in desk at one of your busiest airports,,,,,,,,,,,,,,,,
having flown no fewer than 20 times this year alone and have not had a single flight leave on time. not to mention any flights originating from @ flysfo are also never on time.,"2017-11-27T20:23:23.000Z""""",,,,,,,,,,,,,,,,
consistently worst thing about the bay area is @ flysfo. a logistics train wreck- can’t believe this place is still in business,"2017-11-27T20:23:22.000Z""""",,,,,,,,,,,,,,,,
@ flySFO got a thorough wash yesterday. Glad to be flying in the sun today, with an on-time departure. pic.twitter.com/baZvfORuDA,,,,,,,,,,,,,,,,
I'm at San Francisco International Airport - @ flysfo in San Francisco, CA https://www.swarmapp.com/c/9dsIbQR57Gh,,,,,,,,,,,,,,,,
@ flySFO Why is it every time my flight lands early, you never have a gate available? This time an aircraft has a mechanical issue? Come on!,,,,,,,,,,,,,,,,
I'm at San Francisco International Airport - @ flysfo in San Francisco, CA https://www.swarmapp.com/c/fKRnFSzjmpk,,,,,,,,,,,,,,,,
# SFO T3 extremely efficient on a Monday morning. We all tend to complain when traveling, but a shout-out to the @ flySFO team today is deserved!,,,,,,,,,,,,,,,,
This has got to be the slowest line ever at TSA @ flySFO! Regular security 1 person every 3 minutes... # dobetter # atlmostefficientsecuritycheck,"2017-11-27T18:29:20.000Z""""",,,,,,,,,,,,,,,,
Heading home for a little while! # catchmeifyoucan # GLT (@San Francisco International Airport - @ flysfo) https://www.swarmapp.com/c/i1l2KugS5qk,"2017-11-27T18:17:50.000Z""""",,,,,,,,,,,,,,,,
The Bay Area # storm led to more than 90 # flight cancellations at @ flySFO on Sunday, per airport duty manager,,,,,,,,,,,,,,,,
Time to carve out another section @ flySFO - like the other airports do in the garage. Wow... https://twitter.com/dougpepper/status/935040985200959488 …,"2017-11-27T16:38:00.000Z""""",,,,,,,,,,,,,,,,
Ha! I was about to tweet, “But what shall become of the SF/GG Bridge pulp-over fleece industry?!”,,,,,,,,,,,,,,,,
Shout-out to the ladies working the @ SouthwestAir customer service desk at @ flySFO. They were great!,"2017-11-27T14:43:52.000Z""""",,,,,,,,,,,,,,,,
I'm at San Francisco International Airport - @ flysfo in San Francisco, CA https://www.swarmapp.com/c/81jyDtm1zyv,,,,,,,,,,,,,,,,
@ flySFO the yield between T2/3 on the upper level is creating this giant fucking catastrophe of a traffic jam in this man made traffic problem because of idiotic ride share pick up rules. # notrocketscience # fixtheSFOexperience,"2017-11-27T12:31:12.000Z""""",,,,,,,,,,,,,,,,
. @ flySFO make that 90 minutes and counting. I’m about to eat my young here. Get me OFF this plane! https://twitter.com/thenickster/status/935048751319695366 …,"2017-11-27T11:24:21.000Z""""",,,,,,,,,,,,,,,,
. @ flySFO why are all of your restaurants/bars/news stands closed when the security line is wrapped around & the airport is clearly crowded? # imhungry,"2017-11-27T11:02:57.000Z""""",,,,,,,,,,,,,,,,
@ flySFO really? An HOUR sitting here on the tarmac? Why is this is happening more and more often??How can all your gates be occupied at 11pm?!,"2017-11-27T11:02:49.000Z""""",,,,,,,,,,,,,,,,
Two probable causes: Uber and Lyft pickups for an influx of returning travelers, and outbound traffic for AWS re:Invent. It was just this bad landing the night before Java One.,,,,,,,,,,,,,,,,
@ flySFO I'm actually begging you now...,"2017-11-27T10:58:40.000Z""""",,,,,,,,,,,,,,,,
@ flySFO pickup area is officially broken...Perhaps a smart taxi stand-like model for airports would be more effective cc: @ lyft @ Uberpic.twitter.com/5f5exJToX6 – bei San Francisco International Airport (SFO),"2017-11-27T10:57:02.000Z""""",,,,,,,,,,,,,,,,
@ flySFO why has my flight been waiting for a gate on the runway for an hour? PLEASE LET ME GO HOME,"2017-11-27T10:48:09.000Z""""",,,,,,,,,,,,,,,,
Pretty sure I lost my Carhart beanie as I was sprinting through @ flySFO,"2017-11-27T10:36:06.000Z""""",,,,,,,,,,,,,,,,
@ flySFO it has now been 40 minutes,"2017-11-27T10:34:49.000Z""""",,,,,,,,,,,,,,,,
Airport layovers suck!!!! - Drinking a Grapefruit Sculpin by @ BallastPoint at @ flysfo — http://untp.beer/s/c532236102,"2017-11-27T10:30:53.000Z""""",,,,,,,,,,,,,,,,
Horrible traffic right now for domestic terminals @ flysfo SFO beware and allow extra time,"2017-11-27T10:25:33.000Z""""",,,,,,,,,,,,,,,,
Drove by @ flySFO about a half hour ago, and the line of cars lining up for the southbound entrance was over a mile long…,,,,,,,,,,,,,,,,
